ID,Fitness
0,1061.5419894557397
1,613.1688464118041
2,451.2479089996655
3,443.945564516129
4,397.44597852290156
5,382.9049447467775
6,381.00549002106754
7,379.00776143790847
8,378.2615419094577
9,375.81286692191674
10,372.18591753074514
11,367.55174752037146
12,359.67099112426035
13,356.53869782297113
14,355.33714285714285
15,336.6957334163812
16,319.3379305557966
17,309.25097155945787
18,306.87293739967896
19,306.26672252478704
20,304.14284023668637
21,304.0901386195504
22,302.4572704081633
23,290.34361471861473
24,287.7257100286393
25,285.00100672274584
26,281.7207792207792
27,279.5829156223893
28,267.90339892665475
29,266.6303118978253
30,266.17541757171745
31,262.23367212497647
32,257.8927918235611
33,254.26090973702912
34,252.5160473319388
35,252.16615954893513
36,251.7320898722237
37,251.68933823529412
38,249.81547619047618
39,245.94674556213016
40,243.5671597633136
41,226.50452579619784
42,224.71560846560843
43,219.0496289424861
44,213.54306757072717
45,202.03415046491972
46,197.16402116402116
47,192.43580317454172
48,188.1953823953824
49,184.68670181170182
50,156.27991452991452
51,154.03762755102042
52,153.2059171597633
53,148.7630906768838
54,130.75831265508685
55,124.51640882582731
56,121.86877705627707
57,120.06509794553273
58,116.91810966810968
59,109.319377682694
60,108.00867982030833
61,100.0239780330278
62,95.73876539261155
63,92.8338082308947
64,92.55095554134016
65,83.33727810650885
66,76.6187227241994
67,75.24625172398451
68,75.2299770755068
69,74.63429046754817
70,73.9267570036801
71,60.02251393654108
72,59.04641654641654
73,58.18722438293558
74,54.48933220625529
75,51.79319526627219
76,50.432748538011694
77,49.785714285714285
78,49.376791686574286
79,36.47149004841313
80,35.376534521854715
81,26.7948717948718
82,22.75502958579882
83,22.65563909774436
84,20.521499013806707
85,19.453060417557456
86,17.72465483234714
87,9.217619986850755
88,4.206114398422091
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
