ID,Fitness
0,0.5833333333333336
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,-100.0
50,-100.0
51,-100.0
52,-100.0
53,-100.0
54,-100.0
55,-100.0
56,-100.0
57,-100.0
58,-100.0
59,-100.0
60,-100.0
61,-100.0
62,-114.28571428571428
63,-120.0
64,-157.14285714285717
65,-177.14285714285714
66,-194.28571428571428
67,-200.0
68,-200.0
69,-200.0
70,-200.0
71,-200.0
72,-200.0
73,-200.0
74,-200.0
75,-200.0
76,-200.0
77,-200.0
78,-200.0
79,-200.0
80,-212.85714285714286
81,-235.71428571428572
82,-270.0
83,-300.0
84,-300.0
85,-300.0
86,-391.4285714285714
87,-400.0
88,-400.0
89,-400.0
90,-410.0
91,-442.8571428571429
92,-500.0
93,-914.2857142857142
94,-1090.4761904761904
95,-1095.7142857142858
96,-1125.2857142857142
97,-1127.7142857142858
98,-1370.952380952381
