ID,Fitness
0,-100.0
1,-100.0
2,-100.0
3,-112.85714285714286
4,-125.71428571428571
5,-127.14285714285714
6,-200.0
7,-200.0
8,-200.0
9,-200.0
10,-200.0
11,-200.0
12,-200.0
13,-200.0
14,-201.42857142857142
15,-201.42857142857142
16,-242.85714285714286
17,-254.28571428571428
18,-263.0
19,-300.0
20,-300.0
21,-300.0
22,-300.0
23,-300.0
24,-300.0
25,-300.0
26,-300.0
27,-300.0
28,-300.0
29,-300.0
30,-300.0
31,-300.0
32,-300.0
33,-300.0
34,-300.0
35,-300.0
36,-300.0
37,-315.7142857142857
38,-333.42857142857144
39,-370.42857142857144
40,-392.8571428571429
41,-448.8571428571429
42,-459.7142857142857
43,-478.28571428571433
44,-513.4285714285714
45,-557.4285714285714
46,-576.1428571428571
47,-579.7142857142857
48,-625.2857142857142
49,-634.2857142857143
50,-673.0
51,-677.0
52,-691.1428571428571
53,-720.8571428571429
54,-729.1428571428571
55,-729.5714285714286
56,-740.1428571428571
57,-796.0
58,-804.2857142857142
59,-818.4285714285714
60,-821.8571428571429
61,-828.0
62,-874.4285714285714
63,-887.9047619047619
64,-889.0
65,-933.4285714285714
66,-1050.0
67,-1074.1428571428573
68,-1103.4285714285716
69,-1131.0
70,-1150.0
71,-1158.0
72,-1181.857142857143
73,-1212.7142857142858
74,-1232.142857142857
75,-1241.857142857143
76,-1271.0
77,-1283.0
78,-1329.7142857142858
79,-1334.0
80,-1337.0
81,-1356.2857142857142
82,-1369.857142857143
83,-1453.2857142857142
84,-1474.857142857143
85,-1510.5714285714284
86,-1607.7142857142858
87,-1615.857142857143
88,-1735.857142857143
89,-1746.0
90,-1760.0
91,-1779.0
92,-1783.7142857142858
93,-1818.857142857143
94,-1827.0
95,-2080.4285714285716
96,-2148.5714285714284
97,-2296.285714285714
98,-2592.0
99,-2853.0
